image_path,emotion_class,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S065_005_00000008.png,disgust,0.196750984,0.070968986,0.815445602,0.263979584,0.235880271,0,0.423080325,0.53541559,1,0.153027371,0.421360224,0.400269955,0.608335912,0,0.388523579,0.392295927,0.575052381,0.249824166,0.535849094,0.15427126
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S067_006_00000011.png,disgust,0.211566061,0.172309116,0.691807806,0.330595315,0.211396024,1,0.643952489,0.023422157,0,0.109633096,0.165885329,0.53862679,0.612325788,1,0.574228287,0.545811594,0.03351425,0.291884929,0.133079901,0.10800536
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S068_005_00000021.png,disgust,0.241522729,0.180529192,0.517663181,0.234909996,0.857023716,1,0.744573891,0.399957955,1,0.88607347,0.715720654,0.768168688,0.709252536,1,0.290014207,0.612475991,0.096391268,0.19572854,0.09853407,0.825805962
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S069_003_00000011.png,disgust,0.561802208,0.487847507,0.615060449,0.315099001,0.556285024,1,0.430149943,0.810259581,1,0.417626917,0.672293246,0.687204957,0.640968382,0,0.467086077,0.658240736,0.144667625,0.091352873,0.049784251,0.678960204
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S070_005_00000016.png,disgust,0.422871172,0.447585583,0.301666826,0.34007588,0.648950279,1,0.377336949,0.0236934,1,0.649516702,0.550735056,0.514660418,0.620013595,0,0.543988645,0.365470558,0.224950582,0.134517625,0.395160496,0.085934192
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S071_006_00000014.png,disgust,0.343632042,0.237536207,0.889680386,0.236902893,0.524429798,0,0.774782062,0.344827473,1,0.371017516,0.627657175,0.674528301,0.674419165,0,0.32960546,0.672377586,0.044069827,0.152662709,0.111132734,0.524979889
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S073_006_00000014.png,disgust,0.530169249,0.343296856,0.4237836,0.249220952,0.258717507,0,0.458002448,0.004533002,0,0.18772313,0.286671221,0.776619852,0.644926369,0,0.424181402,0.48475799,0.360180169,0.238289654,0.268046826,0.513536096
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S074_004_00000018.png,disgust,0.182252958,0.147468641,0.93819052,0.217227966,0.682599545,1,0.766158164,0.865769267,1,0.720013142,0.832352161,0.679172933,0.604911625,0,0.498343855,0.704374969,0.782729924,0.181409717,0.01853852,0.069549613
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S075_005_00000012.png,disgust,0.241048515,0.071269922,0.412483126,0.339646548,0.310874641,0,0.219684899,0.068348631,0,0.182147086,0.354557872,0.564188719,0.670259476,0,0.593668699,0.454004973,0.128901169,0.159635916,0.145492882,0.086169705
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S076_005_00000012.png,disgust,0.318097115,0.225784317,0.769381523,0.251767486,0.194240525,1,0.346496344,0.147470728,0,0.214979932,0.59119451,0.782922983,0.649879158,0,0.429956257,0.576082885,0.080568053,0.13222231,0.467417538,0.153084904
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S077_006_00000014.png,disgust,0.23948878,0.145934328,0.165540621,0.361285925,0.214320853,0,0.317730337,0.712340593,0,0.103097998,0.311147302,0.710667133,0.709317803,0,0.354392141,0.583591938,0.043338805,0.084110878,0.087166496,0.022367304
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S078_007_00000013.png,disgust,0.475833625,0.250451684,0.686273813,0.272869378,0.513858795,1,0.447292417,0.084610008,1,0.377685219,0.309454143,0.181934863,0.590022385,0,0.255998373,0.734859645,0.946820259,0.139653161,0.080520228,0.166424766
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S079_002_00000012.png,disgust,0.307531595,0.124186896,0.966005027,0.235253021,0.156301901,1,0.337876022,0.003440189,1,0.025484575,0.176596105,0.41802159,0.597603738,0,0.416383713,0.450834453,0.050434183,0.138215005,0.049179975,0.70033139
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S080_008_00000009.png,disgust,0.212236181,0.196968392,0.595386863,0.22855036,0.327397615,1,0.481958985,0.07755094,1,0.14142172,0.43713358,0.084186576,0.553974569,0,0.301696211,0.521298051,0.527485669,0.234777093,0.039175306,0.051917192
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S081_008_00000011.png,disgust,0.353652984,0.067237169,0.835766792,0.226028532,0.453703374,0,0.621054769,0.012801361,0,0.107647635,0.442330927,0.301653624,0.655553102,0,0.670601428,0.761505008,0.353063822,0.094101191,0.113313876,0.45259425
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S082_007_00000010.png,disgust,0.231617615,0.096531175,0.441878259,0.340758383,0.546068609,1,0.571528554,0.004173128,1,0.443197578,0.643243909,0.495997667,0.524181545,0,0.54672271,0.734790385,0.850371182,0.435424864,0.032697935,0.022104284
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S085_004_00000017.png,disgust,0.205039576,0.078123488,0.731428206,0.214819193,0.808933735,1,0.816864908,0.918904841,0,0.89981544,0.838492036,0.340378344,0.388878614,1,0.456728846,0.500064135,0.981486738,0.416559756,0.00532255,0.476237595
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S087_004_00000012.png,disgust,0.257574707,0.331421047,0.764118552,0.267833114,0.337485909,1,0.578873456,0.476106167,1,0.209194556,0.201105043,0.185891628,0.434772193,0,0.393246919,0.269361287,0.710940838,0.176451415,0.032315847,0.351019084
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S088_004_00000020.png,disgust,0.294527888,0.074156068,0.858059168,0.284862339,0.643835723,1,0.672493875,0.021025831,1,0.381387621,0.296000004,0.27456513,0.632533371,0,0.623842955,0.635190189,0.175828919,0.186674297,0.295461237,0.617008328
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S090_006_00000011.png,disgust,0.446706623,0.254110068,0.816173851,0.219931781,0.535067618,1,0.765709519,0.941096961,1,0.403352022,0.277852863,0.811433077,0.737342656,0,0.679947197,0.47717616,0.216276512,0.57352984,0.648748815,0.92619437
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S095_006_00000013.png,disgust,0.357560784,0.123229608,0.956830323,0.238725454,0.401360512,1,0.719942868,0.059786543,1,0.111155927,0.145397663,0.452010512,0.613865852,0,0.485712469,0.526256382,0.460180372,0.072528616,0.098944478,0.498314708
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S096_003_00000012.png,disgust,0.334028035,0.240077928,0.455509633,0.262836576,0.424735427,1,0.648380458,0.391812593,1,0.390555233,0.495842755,0.761587977,0.755818427,0,0.4242419,0.601579785,0.006310258,0.221092537,0.355707109,0.883604586
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S097_004_00000030.png,disgust,0.222362682,0.078268461,0.768571854,0.233959898,0.291888386,1,0.656513214,0.596842647,1,0.116593897,0.247026905,0.504353642,0.50513202,0,0.511177599,0.251936227,0.297183454,0.242944211,0.091129638,0.746645033
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S098_003_00000013.png,disgust,0.270019442,0.158469141,0.539948523,0.286982954,0.321763247,1,0.260757983,0.095559463,1,0.173305437,0.338333577,0.574792504,0.470153987,0,0.545934141,0.499025464,0.012821903,0.093470424,0.036960747,0.04659228
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S099_007_00000012.png,disgust,0.291768909,0.094367735,0.974759996,0.205045372,0.387072593,1,0.835467577,0.293903708,1,0.041118424,0.523003995,0.618754327,0.607524455,0,0.513875067,0.646819472,0.725505233,0.335560143,0.103077911,0.672023892
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S102_009_00000015.png,disgust,0.448091686,0.290318757,0.106333822,0.343515128,0.365327209,1,0.297670245,0.144967139,0,0.527833104,0.328845233,0.242000088,0.560129344,0,0.424748003,0.24264355,0.006257167,0.157631174,0.072103754,0.058260202
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S105_008_00000010.png,disgust,0.319704682,0.128818288,0.519051731,0.327354789,0.330978632,1,0.563933134,0.38005814,1,0.21217601,0.314830899,0.683822691,0.607187629,0,0.581026077,0.207484573,0.212383121,0.120150089,0.124422148,0.012861664
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S106_004_00000008.png,disgust,0.166314378,0.08333417,0.91744864,0.247184724,0.164315596,0,0.483766943,0.014396964,1,0.09338589,0.217118278,0.380274534,0.480137765,0,0.198214799,0.507501304,0.075268283,0.079375371,0.053091481,0.851164818
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S107_005_00000011.png,disgust,0.212309793,0.09691745,0.68619287,0.237160772,0.449607223,1,0.59351635,0.908887863,1,0.602059305,0.462285668,0.642472506,0.745167136,0,0.55696857,0.704053879,0.015067526,0.162097842,0.180988759,0.563520432
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S108_006_00000020.png,disgust,0.45206064,0.142261446,0.883699179,0.317958921,0.415919691,1,0.540706694,0.061352782,1,0.140117243,0.526431799,0.464694411,0.628849447,0,0.576393068,0.257024765,0.917648554,0.344322294,0.13038981,0.022253003
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S109_005_00000014.png,disgust,0.205025882,0.103464015,0.495516211,0.275422692,0.426599622,0,0.655984819,0.091132812,1,0.620387316,0.410134017,0.152171865,0.737065196,0,0.248007625,0.651422977,0.005458278,0.070820183,0.216773897,0.139718369
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S111_007_00000014.png,disgust,0.345279425,0.352422357,0.48340565,0.284347802,0.586810291,0,0.532517195,0.511036158,0,0.437349766,0.357613772,0.223755315,0.553501189,0,0.350533187,0.639180958,0.176314905,0.157305285,0.064008772,0.075597741
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S116_006_00000007.png,disgust,0.184221357,0.081377432,0.805634677,0.26431036,0.649884999,1,0.826267242,0.13344191,0,0.523686469,0.448345453,0.628556132,0.581530213,1,0.566682994,0.7847417,0.166405141,0.138522193,0.031133048,0.116312139
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S124_006_00000011.png,disgust,0.382434398,0.187986717,0.501459241,0.376357555,0.551747441,1,0.374951273,0.201377571,0,0.446674496,0.482653141,0.388519198,0.7170614,0,0.611014724,0.798954606,0.42279458,0.399325341,0.059526037,0.03753712
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S125_008_00000010.png,disgust,0.26528874,0.121189624,0.834518552,0.236000568,0.556719422,1,0.814789295,0.638851166,1,0.520916224,0.767344594,0.262945503,0.597173572,0,0.396367431,0.499303013,0.225515351,0.122603469,0.017705996,0.105256192
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S128_004_00000013.png,disgust,0.350658536,0.370892704,0.816646874,0.216151506,0.22318466,1,0.364705652,0.128094494,1,0.076077238,0.296787411,0.60105294,0.565699697,0,0.236994684,0.459528089,0.597334743,0.22975181,0.094313435,0.284082443
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S129_011_00000018.png,disgust,0.32417345,0.249612123,0.316179305,0.248008415,0.413067907,0,0.503613889,0.161586374,0,0.322020859,0.400402755,0.685070157,0.577634573,0,0.347615957,0.596074343,0.00961435,0.126653209,0.074238136,0.111861207
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S130_012_00000011.png,disgust,0.317073196,0.203887686,0.426006764,0.335921586,0.2862764,0,0.241755381,0.102676481,1,0.174331352,0.473789126,0.82977885,0.51372999,0,0.525054991,0.336841524,0.60349822,0.205842152,0.076110892,0.015087337
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S131_010_00000018.png,disgust,0.241069958,0.097763546,0.794096291,0.218774378,0.618940473,1,0.762607634,0.238724902,0,0.650711358,0.562746584,0.489756137,0.753428042,0,0.467472255,0.658009827,0.110415593,0.140526012,0.164574221,0.783652782
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S132_005_00000016.png,disgust,0.203701392,0.157208622,0.83415103,0.273618281,0.377512753,0,0.731603026,0.498609841,0,0.332447827,0.344727963,0.460255414,0.617603481,0,0.457194686,0.45170489,0.095870644,0.190350115,0.05236901,0.894076824
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /disgust/S134_008_00000013.png,disgust,0.311738223,0.070313491,0.940203011,0.222715765,0.799322784,0,0.734785318,0.962326646,1,0.485918194,0.761110008,0.728524864,0.541483223,1,0.601307571,0.35626182,0.992077231,0.263984978,0.068431057,0.408072919
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /fear/S011_003_00000014.png,fear,0.833706975,0.280138433,0.504350662,0.394661844,0.335465908,0,0.189027846,0.008821067,1,0.46585837,0.439297169,0.610261917,0.493438125,0,0.402105331,0.219645798,0.96638304,0.472208917,0.106673099,0.050620474
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /fear/S032_004_00000014.png,fear,0.487806201,0.087623671,0.757937908,0.320962727,0.870138347,1,0.539835632,0.987133384,1,0.823970497,0.825666249,0.102340572,0.269666344,1,0.125289351,0.017921766,0.999943972,0.772296846,0.043081086,0.029990612
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /fear/S046_003_00000016.png,fear,0.305365503,0.190802321,0.294217855,0.347033054,0.753548563,0,0.187584177,0.36403206,1,0.891994894,0.595161676,0.782820106,0.418022305,0,0.267788738,0.15831928,0.988378108,0.080367304,0.056367289,0.026034163
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /fear/S050_001_00000017.png,fear,0.900665939,0.710280716,0.086109869,0.479879647,0.469334036,0,0.137458652,0.017485652,1,0.58649379,0.710253835,0.487167299,0.498789698,1,0.292952508,0.194256827,0.918048322,0.485855877,0.038787346,0.137775749
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /fear/S054_002_00000015.png,fear,0.180497944,0.109433293,0.480748415,0.328296274,0.552344024,0,0.195618302,0.010906365,0,0.386450261,0.591436982,0.290983081,0.353942305,1,0.188242659,0.049088459,0.998899341,0.525769055,0.029681172,0.044333737
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /fear/S055_006_00000008.png,fear,0.747445464,0.433886141,0.359002829,0.558388531,0.817212105,1,0.155078918,0.963478148,0,0.964192629,0.599557102,0.441940278,0.197903439,1,0.202220097,0.010108034,0.999546349,0.657971859,0.007862206,0.025669686
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /fear/S059_002_00000017.png,fear,0.493820727,0.353975594,0.410422415,0.249857381,0.939941108,1,0.432272881,0.295051426,1,0.970789671,0.709938288,0.126260102,0.386287361,1,0.096751079,0.214946479,0.999274313,0.150312319,0.145177647,0.22749202
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /fear/S062_001_00000017.png,fear,0.54433614,0.623941958,0.036468953,0.624065518,0.189596906,0,0.121840142,0.012493799,1,0.143664822,0.512491703,0.535426378,0.404002577,1,0.336582929,0.349636227,0.923976421,0.142763913,0.031644475,0.037859976
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /fear/S065_002_00000022.png,fear,0.435350031,0.498972744,0.099961095,0.725908577,0.08236295,0,0.07564389,0.003152149,1,0.036922019,0.087345675,0.27197361,0.682224333,0,0.166043445,0.451041013,0.346378267,0.29037264,0.066767476,0.021429505
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /fear/S068_004_00000010.png,fear,0.361585736,0.141814113,0.398190022,0.334212959,0.517829478,0,0.228725195,0.144189075,1,0.578110695,0.629644811,0.474063993,0.516144931,0,0.234765708,0.073300771,0.96924746,0.359419882,0.012014514,0.020939659
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /fear/S074_001_00000020.png,fear,0.863032818,0.725016773,0.199911565,0.631193876,0.200286403,0,0.094591983,0.027700391,0,0.184185386,0.312523425,0.699356973,0.390981346,1,0.240182444,0.101113193,0.990692556,0.143172547,0.251252711,0.026377093
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /fear/S084_002_00000023.png,fear,0.615686953,0.32379508,0.147513673,0.247209638,0.888591826,0,0.243305176,0.946322978,1,0.952520907,0.857146978,0.482158601,0.295385212,1,0.140650034,0.307364851,0.994640827,0.286222249,0.009687996,0.036420912
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /fear/S091_001_00000015.png,fear,0.813774168,0.691640496,0.040528663,0.538444042,0.236300409,0,0.105335779,0.052755143,1,0.312838852,0.667470574,0.494877905,0.578589499,0,0.426443696,0.388226867,0.973508656,0.211103797,0.185977459,0.054921858
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /fear/S102_003_00000016.png,fear,0.580717206,0.163924724,0.789731145,0.344783068,0.876841426,1,0.366617411,0.924638271,1,0.930960536,0.41723603,0.729612529,0.138561741,1,0.058417153,0.008117526,0.999803483,0.65784204,0.103613511,0.045311484
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /fear/S117_003_00000014.png,fear,0.708146691,0.358478099,0.551263392,0.397325724,0.175676852,1,0.204670236,0.015942566,1,0.364001393,0.305559516,0.613670051,0.430352896,1,0.261326373,0.276562631,0.784941912,0.074821897,0.086810417,0.017014498
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /fear/S119_003_00000024.png,fear,0.445373595,0.170380384,0.529267728,0.420018792,0.328166932,1,0.203086019,0.646884322,1,0.124027103,0.342820376,0.704848945,0.452829778,1,0.264279336,0.176384687,0.997832596,0.55231452,0.171949193,0.067947075
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /fear/S124_003_00000011.png,fear,0.933711529,0.673419476,0.692243695,0.624959528,0.207846716,0,0.141965553,0.003950363,1,0.119795777,0.500874579,0.895303786,0.562606096,0,0.635212839,0.523522675,0.554912388,0.06077553,0.129395932,0.039560739
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /fear/S125_006_00000022.png,fear,0.809987009,0.641719282,0.402295947,0.25739795,0.907325983,1,0.404848248,0.976082265,1,0.97135216,0.822377801,0.292907298,0.439497501,1,0.220971391,0.060075909,0.999572933,0.230520278,0.02953415,0.303916425
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /fear/S132_003_00000023.png,fear,0.321593344,0.365080714,0.705501139,0.227254763,0.9244681,0,0.701194286,0.996909678,1,0.967266262,0.806753874,0.272535086,0.280300885,1,0.127815112,0.028692378,0.998998582,0.483086407,0.003434673,0.684942484
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /fear/S138_001_00000012.png,fear,0.788860857,0.285660028,0.403999388,0.657109976,0.466136426,1,0.183304235,0.151705131,1,0.704094708,0.591061592,0.192476705,0.357491255,1,0.305900693,0.060486302,0.998766184,0.489054322,0.015515085,0.052803859
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /fear/S501_004_00000056.png,fear,0.837226689,0.706374228,0.298610151,0.603610396,0.480395138,0,0.155193642,0.090340167,1,0.444624424,0.330746621,0.176433191,0.411583245,1,0.140473604,0.033293333,0.999043524,0.770679712,0.035731561,0.075302958
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /fear/S502_004_00000052.png,fear,0.84094131,0.609314561,0.631175697,0.47553587,0.129280254,1,0.091636762,0.010911207,0,0.086809285,0.272876143,0.678501546,0.580387235,0,0.405437291,0.469357044,0.891830444,0.372934103,0.122497022,0.089147955
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /fear/S504_004_00000015.png,fear,0.889356494,0.622925162,0.303067058,0.371764988,0.314988315,0,0.232973039,0.03314459,1,0.307849795,0.256790012,0.746238708,0.438853979,1,0.530925095,0.056670625,0.998237491,0.66745019,0.324605852,0.10687238
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /fear/S506_004_00000038.png,fear,0.9025684,0.748956025,0.270686924,0.545979798,0.237652048,0,0.128768444,0.015908951,0,0.335956216,0.290548384,0.371328384,0.472659081,0,0.290575117,0.391455442,0.241707727,0.221548319,0.04160285,0.07642927
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /fear/S999_003_00000055.png,fear,0.78734535,0.241755798,0.506315887,0.710581839,0.783963323,1,0.166457683,0.910047233,1,0.957739651,0.461402267,0.517620862,0.289136559,1,0.087857366,0.038759664,0.999975681,0.566658616,0.077022299,0.039274599
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S010_006_00000015.png,happiness,0.282825261,0.174338207,0.179968953,0.25110206,0.898775518,1,0.448347181,0.76489234,1,0.964565158,0.583662271,0.321153313,0.138821065,1,0.067860916,0.097414382,0.99993372,0.600634217,0.028075239,0.065241545
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S011_006_00000013.png,happiness,0.429355651,0.222339228,0.445221454,0.225896731,0.929316282,1,0.521607161,0.779217184,1,0.949930668,0.664213181,0.155241519,0.335743606,1,0.119160928,0.087115675,0.998120368,0.392838389,0.166406229,0.717404425
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S014_005_00000017.png,happiness,0.27967748,0.289186746,0.186848283,0.237748459,0.919540167,0,0.461205274,0.198452622,1,0.981328845,0.733145654,0.482872576,0.437083632,0,0.191677883,0.435999751,0.98504293,0.357690036,0.089184493,0.326352477
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S026_006_00000013.png,happiness,0.536539197,0.31034407,0.197032496,0.294620693,0.936986923,1,0.654649436,0.818720579,1,0.979695439,0.767600238,0.091504455,0.428211987,1,0.155005127,0.036894619,0.999282181,0.816053569,0.026696337,0.364049703
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S032_006_00000016.png,happiness,0.401061147,0.444752246,0.217969358,0.257550418,0.947656155,0,0.742254198,0.944688261,0,0.976958811,0.800928175,0.435406595,0.292711347,1,0.215916499,0.030311272,0.999800622,0.495302767,0.037893765,0.48257184
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S034_005_00000010.png,happiness,0.354961783,0.29322955,0.104789227,0.261424243,0.914497137,1,0.386230201,0.137856439,0,0.971841812,0.765710473,0.171339333,0.469507307,0,0.098723337,0.543851793,0.987814665,0.170109719,0.063294075,0.29948613
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S035_006_00000018.png,happiness,0.220200047,0.213153124,0.053986538,0.281729281,0.896749258,1,0.442067444,0.842463851,1,0.981592596,0.760942221,0.046725657,0.197224021,1,0.158281669,0.00579725,0.999677777,0.25076887,0.026471814,0.061434407
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S037_006_00000021.png,happiness,0.645775974,0.460903615,0.179252461,0.217146143,0.949675798,1,0.398443282,0.856900632,0,0.98476553,0.613102198,0.079160713,0.165814757,1,0.136072651,0.009879804,0.999495029,0.736552715,0.008565289,0.21399951
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S042_006_00000017.png,happiness,0.235440746,0.205379188,0.113776356,0.227032706,0.929145277,1,0.453456312,0.744662344,1,0.983492613,0.783186495,0.062273774,0.139444143,1,0.184320673,0.007692371,0.999955177,0.685340405,0.210095599,0.421515435
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S044_003_00000014.png,happiness,0.26009208,0.185954973,0.197056636,0.250706226,0.942426085,1,0.426393151,0.801798522,1,0.985193312,0.806764007,0.161021471,0.450005978,1,0.240078717,0.03629832,0.999947071,0.794870794,0.018951058,0.065761968
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S050_006_00000023.png,happiness,0.285529405,0.239769742,0.31160301,0.269255251,0.955420792,1,0.416733146,0.84781903,1,0.974786043,0.866966307,0.167848974,0.313230187,1,0.113266982,0.017081762,0.999897361,0.773372889,0.026277242,0.328917593
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S052_004_00000033.png,happiness,0.223458409,0.135366321,0.061862022,0.225180075,0.947762609,0,0.444632679,0.047556654,1,0.985337436,0.769981086,0.046917688,0.161674961,1,0.10570848,0.005624134,0.99896574,0.893457294,0.032944154,0.178264737
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S053_004_00000024.png,happiness,0.329376906,0.305529296,0.486404181,0.234202757,0.953254938,1,0.566486776,0.365544349,1,0.978621662,0.825229347,0.101354092,0.329997957,1,0.119216882,0.081196696,0.999835014,0.442182451,0.045045737,0.416362971
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S055_005_00000045.png,happiness,0.219496191,0.22350885,0.299495369,0.250734031,0.936585546,1,0.413341135,0.935187638,1,0.982322037,0.663857579,0.077740215,0.308661908,1,0.092358738,0.043125741,0.999695539,0.369544655,0.011588325,0.456758827
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S056_004_00000020.png,happiness,0.375627398,0.405067593,0.146328568,0.238620147,0.943626583,1,0.618359506,0.989670694,0,0.991688073,0.907288194,0.06413506,0.163106754,1,0.174604207,0.02211576,0.999975443,0.860160172,0.080064557,0.227075785
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S057_006_00000033.png,happiness,0.300097853,0.343971521,0.212997183,0.247538313,0.947735846,1,0.542443514,0.749989986,1,0.97656256,0.800561547,0.176565036,0.310795695,1,0.252458483,0.083853565,0.999877691,0.376026928,0.09454865,0.092245214
